age_cat,c_offense_date,ethnicity,is_recid,r_offense_date,score_text,sex
adult,2013-03-14,Caucasian,1,2014-06-25,Low,Male
adult,2014-09-08,African-American,1,2014-09-10,High,Male
young,2013-01-22,Caucasian,1,2016-03-04,Low,Male
adult,2013-08-13,African-American,1,2016-01-21,Medium,Male
adult,2013-08-20,Caucasian,1,2013-12-21,Low,Male
senior,2014-04-30,African-American,1,2015-08-20,Medium,Male
adult,2013-05-18,African-American,1,2016-01-22,Medium,Male
adult,2013-03-08,African-American,1,2013-12-13,Medium,Male
senior,2014-10-18,African-American,1,2015-09-22,Low,Male
adult,2014-10-04,Caucasian,1,2015-11-03,Low,Male
adult,2014-02-09,Caucasian,1,2014-03-11,Medium,Female
adult,2014-09-14,Caucasian,1,2015-02-04,Low,Male
young,2013-02-10,Other,1,2014-01-17,High,Male
adult,2013-09-11,African-American,1,2014-12-04,Medium,Male
senior,2012-10-31,African-American,1,2014-09-09,High,Male
senior,2013-12-29,African-American,1,2015-03-07,Low,Male
senior,2014-06-03,Hispanic,1,2014-09-15,Low,Female
young,2013-02-28,African-American,1,2013-03-09,Medium,Male
adult,2013-03-27,African-American,1,2013-09-09,High,Male
young,2013-01-16,African-American,1,2014-11-26,Low,Male
adult,2014-10-25,African-American,1,2015-06-09,Medium,Female
adult,2014-01-28,Other,1,2014-02-12,Low,Male
adult,2014-11-05,African-American,1,2015-10-07,High,Male
senior,2013-03-29,African-American,1,2013-04-16,Medium,Male
adult,2013-01-18,African-American,1,2013-10-04,Medium,Male
senior,2013-09-05,Caucasian,1,2014-07-01,Low,Female
senior,2014-09-14,Caucasian,1,2015-12-10,Low,Male
young,2013-03-06,African-American,1,2013-11-06,High,Female
young,2013-11-03,Hispanic,1,2015-03-28,Medium,Male
adult,2014-05-08,Caucasian,1,2015-02-21,Low,Male
adult,2013-05-07,African-American,1,2014-03-19,High,Male
adult,2014-12-24,Caucasian,1,2015-04-19,High,Male
adult,2014-07-04,African-American,1,2015-06-03,Medium,Male
young,2013-01-14,African-American,1,2015-10-25,Low,Male
adult,2014-09-09,African-American,1,2014-12-08,Low,Male
senior,2013-03-15,Asian,1,2013-10-07,Medium,Male
adult,2013-01-02,African-American,1,2015-06-03,Medium,Female
young,2014-03-12,African-American,1,2015-01-08,Low,Male
young,2014-10-15,African-American,1,2016-01-26,Low,Male
adult,2014-07-20,African-American,1,2014-07-29,High,Female
senior,2013-01-26,African-American,1,2015-08-02,Medium,Male
adult,2013-04-24,African-American,1,2014-05-16,High,Male
adult,2013-12-25,African-American,1,2015-06-29,Low,Male
adult,2014-09-13,Hispanic,1,2015-07-18,Low,Male
adult,2014-03-16,African-American,1,2014-06-21,Low,Male
adult,2013-12-17,Caucasian,1,2014-02-25,High,Male
senior,2014-08-21,African-American,1,2014-10-01,High,Male
senior,2013-03-19,Caucasian,1,2014-06-28,Low,Female
senior,2014-04-27,African-American,1,2014-05-05,Medium,Male
adult,2013-02-20,African-American,1,2013-08-22,Medium,Male
adult,2014-05-22,African-American,1,2014-08-12,Medium,Male
adult,2014-05-28,Hispanic,1,2016-01-05,Medium,Male
adult,2014-08-15,Caucasian,1,2015-06-29,Medium,Male
adult,2013-04-16,African-American,1,2013-12-03,Low,Female
senior,2014-03-28,Hispanic,1,2014-09-25,Low,Male
adult,2013-02-22,Hispanic,1,2013-03-05,Medium,Male
young,2013-03-18,African-American,1,2013-06-06,Low,Male
senior,2014-07-17,African-American,1,2014-10-03,Low,Male
adult,2014-12-07,African-American,1,2015-11-07,High,Male
adult,2014-08-01,African-American,1,2014-08-22,Medium,Male
young,2014-06-26,African-American,1,2015-04-28,High,Male
adult,2014-04-15,Caucasian,1,2014-12-02,High,Male
adult,2013-10-19,Other,1,2015-10-13,Low,Male
adult,2013-05-29,Hispanic,1,2014-01-26,Low,Male
young,2014-03-08,Caucasian,1,2015-01-17,High,Male
senior,2014-03-14,Caucasian,1,2014-05-02,Medium,Male
senior,2013-04-25,Caucasian,1,2013-11-19,Low,Female
young,2014-10-12,Caucasian,1,2015-02-18,Medium,Male
adult,2013-03-05,African-American,1,2015-02-18,Medium,Male
adult,2013-04-28,African-American,1,2015-06-08,Low,Male
adult,2013-08-16,Caucasian,1,2015-09-17,Low,Male
adult,2014-11-11,Caucasian,1,2015-02-11,Low,Male
adult,2014-01-25,Caucasian,1,2014-06-14,Low,Male
young,2013-09-22,Caucasian,1,2015-04-14,Low,Male
senior,2014-01-11,Hispanic,1,2014-04-29,Low,Male
young,2014-03-25,Caucasian,1,2015-04-19,Medium,Male
adult,2014-01-23,African-American,1,2014-06-27,High,Male
adult,2014-02-13,African-American,1,2015-04-09,Low,Male
young,2013-01-21,Caucasian,1,2013-05-24,High,Male
adult,2013-09-24,African-American,1,2014-07-10,High,Male
senior,2014-02-14,African-American,1,2014-05-14,Low,Male
adult,2014-05-18,Caucasian,1,2014-09-02,High,Male
adult,2013-02-05,African-American,1,2014-09-27,High,Male
senior,2013-04-03,Caucasian,1,2013-04-24,Medium,Male
adult,2013-12-13,African-American,1,2014-12-17,Low,Male
young,2014-07-06,African-American,1,2015-05-29,High,Female
young,2013-11-26,African-American,1,2014-04-16,Low,Male
senior,2013-02-04,African-American,1,2013-03-16,Medium,Male
adult,2014-02-03,African-American,1,2014-04-02,Low,Male
young,2013-04-08,Caucasian,1,2013-06-17,High,Male
adult,2014-05-31,African-American,1,2015-12-25,High,Male
young,2014-04-15,African-American,1,2015-10-16,Medium,Male
young,2013-09-21,African-American,1,2014-04-26,High,Male
young,2014-08-19,African-American,1,2014-08-28,Low,Male
adult,2014-04-12,Caucasian,1,2014-07-01,Low,Male
adult,2013-01-30,Caucasian,1,2013-08-21,Medium,Female
senior,2013-03-04,African-American,1,2014-12-26,Low,Male
adult,2013-01-09,Caucasian,1,2015-06-07,Low,Female
adult,2013-01-07,Caucasian,1,2015-07-18,Low,Male
adult,2013-04-30,Caucasian,1,2013-06-09,High,Male
adult,2014-10-15,Other,1,2014-12-29,Low,Female
young,2013-12-20,African-American,1,2015-03-11,Low,Male
adult,2013-04-07,Hispanic,1,2013-05-01,High,Female
adult,2013-09-22,African-American,1,2014-08-24,High,Male
adult,2014-09-06,Caucasian,1,2015-05-27,High,Male
young,2014-01-25,Other,1,2014-10-07,Medium,Male
adult,2014-02-14,Caucasian,1,2014-02-21,Low,Female
adult,2013-01-04,African-American,1,2014-01-24,High,Male
adult,2013-03-05,African-American,1,2014-04-08,Medium,Male
adult,2013-03-24,African-American,1,2013-07-26,High,Male
adult,2013-07-06,African-American,1,2014-07-02,Medium,Female
adult,2014-08-21,African-American,1,2015-02-02,Medium,Male
adult,2014-05-31,Caucasian,1,2014-10-18,Low,Female
adult,2013-03-08,African-American,1,2014-04-01,High,Male
adult,2014-06-07,Caucasian,1,2014-08-15,Medium,Male
young,2014-08-19,Other,1,2014-11-26,Medium,Male
adult,2013-02-11,African-American,1,2014-05-12,High,Female
adult,2013-10-16,African-American,1,2014-11-09,High,Male
adult,2013-07-05,Caucasian,1,2013-11-05,Low,Male
adult,2013-11-24,Hispanic,1,2014-06-02,Low,Male
young,2013-01-11,Caucasian,1,2013-04-12,High,Male
adult,2013-01-23,African-American,1,2013-08-26,Medium,Male
senior,2014-11-04,African-American,1,2015-09-02,High,Male
adult,2014-11-22,African-American,1,2014-12-02,Low,Male
adult,2011-11-16,African-American,1,2013-12-15,Medium,Male
young,2013-05-23,Hispanic,1,2014-02-28,Low,Male
adult,2013-06-13,Caucasian,1,2013-10-15,Low,Male
adult,2013-11-18,Hispanic,1,2015-01-02,High,Male
adult,2013-11-17,African-American,1,2014-04-17,High,Male
adult,2012-09-20,African-American,1,2013-09-18,Medium,Male
adult,2013-07-19,African-American,1,2013-08-25,Low,Male
senior,2013-05-14,Other,1,2013-07-04,Low,Male
adult,2013-09-13,African-American,1,2013-10-13,High,Male
adult,2013-10-29,African-American,1,2014-04-23,High,Male
young,2014-08-07,African-American,1,2014-08-24,Low,Male
young,2012-05-08,African-American,1,2015-01-08,Medium,Female
senior,2013-12-21,Other,1,2015-05-29,Low,Male
young,2013-05-03,Other,1,2014-04-26,High,Male
young,2014-10-23,Caucasian,1,2015-08-02,High,Male
young,2013-01-29,African-American,1,2015-05-29,High,Male
young,2013-05-23,Caucasian,1,2013-08-27,Medium,Male
adult,2014-05-23,African-American,1,2015-09-25,High,Male
adult,2013-12-15,African-American,1,2014-08-14,Medium,Male
senior,2014-07-28,African-American,1,2016-01-27,Low,Male
senior,1998-06-10,African-American,1,2014-10-02,High,Male
young,2013-04-23,African-American,1,2014-01-09,High,Male
adult,2014-03-27,African-American,1,2014-07-17,Medium,Male
senior,2013-01-06,African-American,1,2013-07-03,High,Male
senior,2013-02-19,Caucasian,1,2014-03-22,Medium,Male
adult,2014-12-25,Hispanic,1,2015-02-10,High,Male
adult,2014-12-20,African-American,1,2016-03-04,Low,Male
adult,2013-12-13,Other,1,2014-04-05,Medium,Male
young,2013-09-07,African-American,1,2014-10-28,High,Male
young,2014-10-04,African-American,1,2015-02-20,Medium,Male
adult,2014-03-29,Caucasian,1,2014-05-30,Low,Male
adult,2014-01-10,African-American,1,2015-03-03,Medium,Male
adult,2013-02-25,Other,1,2014-04-22,Low,Male
adult,2013-05-06,African-American,1,2013-11-14,Medium,Female
young,2014-08-23,Hispanic,1,2014-12-03,Low,Male
young,2013-11-25,African-American,1,2014-01-24,Medium,Male
adult,2013-06-16,Caucasian,1,2015-06-26,Medium,Male
senior,2013-02-17,African-American,1,2013-05-14,Medium,Male
young,2014-03-06,African-American,1,2014-03-17,High,Male
adult,2013-12-26,African-American,1,2014-05-15,Low,Male
adult,2013-11-12,African-American,1,2015-11-11,High,Male
young,2013-05-21,African-American,1,2014-10-27,Low,Male
senior,2014-03-12,Caucasian,1,2015-12-16,Low,Male
adult,2014-08-12,African-American,1,2014-09-18,Low,Male
young,2012-10-25,African-American,1,2013-09-14,High,Male
adult,2014-01-22,African-American,1,2015-02-18,High,Female
senior,2012-12-31,Caucasian,1,2014-04-19,Low,Male
senior,2014-03-20,African-American,1,2015-07-05,Low,Male
young,2014-01-25,Caucasian,1,2016-03-13,Low,Female
senior,2013-04-27,African-American,1,2014-07-17,Low,Female
adult,2013-03-16,Hispanic,1,2013-12-09,Low,Male
senior,2013-04-14,Caucasian,1,2013-07-10,Low,Male
adult,2013-03-24,Caucasian,1,2014-04-28,Medium,Male
young,2013-11-11,African-American,1,2014-01-24,High,Male
adult,2010-12-18,African-American,1,2015-03-14,Low,Male
young,2013-08-20,African-American,1,2013-08-24,Low,Male
adult,2013-08-05,African-American,1,2014-05-21,High,Male
adult,2013-12-16,African-American,1,2016-01-09,High,Male
adult,2012-07-15,Hispanic,1,2013-09-23,Low,Male
adult,2013-08-18,African-American,1,2014-03-26,Low,Male
adult,2013-09-29,African-American,1,2015-12-09,Medium,Female
adult,2013-01-24,African-American,1,2013-06-24,Low,Male
senior,2014-03-28,African-American,1,2015-08-01,High,Male
adult,2013-08-05,Caucasian,1,2015-02-26,High,Male
adult,2013-10-11,African-American,1,2013-12-20,Medium,Male
young,2013-11-08,African-American,1,2013-11-14,Low,Male
young,2014-04-27,Hispanic,1,2014-07-06,Medium,Male
adult,2013-01-03,African-American,1,2013-04-29,Low,Male
adult,2014-06-30,Caucasian,1,2014-10-28,Medium,Male
young,2014-02-11,African-American,1,2015-01-02,High,Female
adult,2014-05-21,African-American,1,2014-07-06,Low,Male
adult,2013-04-28,African-American,1,2015-11-21,Medium,Female
young,2013-10-23,African-American,1,2015-08-17,Medium,Male
senior,2013-03-08,Caucasian,1,2015-06-06,Low,Male
young,2014-05-22,African-American,1,2015-04-26,High,Male
young,2013-05-18,Other,1,2015-03-11,Low,Male
senior,2013-09-11,Caucasian,1,2014-08-31,Low,Male
young,2014-01-13,African-American,1,2014-09-18,Low,Male
adult,2013-09-26,African-American,1,2014-03-05,Medium,Female
adult,2013-01-02,Hispanic,1,2014-12-11,Medium,Male
adult,2013-05-24,African-American,1,2014-03-09,Medium,Male
adult,2014-02-10,African-American,1,2015-07-26,Low,Male
adult,2014-02-08,African-American,1,2014-08-22,High,Male
adult,2013-04-27,Hispanic,1,2016-01-01,Low,Male
adult,2013-02-25,African-American,1,2013-07-20,Medium,Female
senior,2010-04-21,Other,1,2015-03-15,Low,Male
young,2014-02-18,Caucasian,1,2014-08-15,Low,Male
senior,2013-05-25,African-American,1,2014-04-29,Low,Male
adult,2013-03-19,African-American,1,2014-09-26,High,Male
senior,2013-04-27,Other,1,2013-12-29,Low,Male
adult,2014-08-20,Caucasian,1,2014-08-27,Medium,Male
young,2014-04-25,African-American,1,2014-10-03,Low,Male
adult,2014-09-13,Hispanic,1,2015-10-13,Low,Male
young,2013-09-09,African-American,1,2013-11-08,High,Male
adult,2013-01-03,African-American,1,2013-01-24,Medium,Male
senior,2013-04-18,African-American,1,2013-07-24,Low,Male
adult,2013-05-09,African-American,1,2015-09-10,High,Male
senior,2014-03-14,African-American,1,2015-01-19,Low,Male
adult,2013-02-16,African-American,1,2015-09-01,Low,Male
adult,2013-05-03,Other,1,2013-12-20,Low,Male
young,2013-05-02,African-American,1,2013-09-15,High,Male
adult,2013-02-14,African-American,1,2013-09-14,High,Male
adult,2014-07-25,Caucasian,1,2014-08-02,Medium,Male
young,2013-02-19,African-American,1,2013-09-04,High,Male
adult,2013-11-24,Caucasian,1,2014-10-15,Low,Male
adult,2014-01-03,African-American,1,2014-04-02,High,Male
senior,2013-09-26,Caucasian,1,2013-12-25,Low,Male
senior,2013-10-09,Caucasian,1,2015-08-19,Low,Male
adult,2014-07-04,African-American,1,2014-11-20,High,Male
adult,2013-10-29,Caucasian,1,2014-10-22,Low,Male
young,2014-01-02,African-American,1,2014-08-23,Medium,Female
adult,2013-03-13,African-American,1,2013-12-28,Low,Male
adult,2014-01-11,Hispanic,1,2014-08-18,Low,Female
adult,2014-11-14,African-American,1,2015-04-03,High,Male
adult,2013-05-06,African-American,1,2013-06-19,High,Male
young,2014-04-29,African-American,1,2015-06-24,High,Male
adult,2013-08-27,Caucasian,1,2013-11-13,Low,Male
senior,2013-08-24,Caucasian,1,2014-02-19,Medium,Male
adult,2013-02-16,African-American,1,2014-06-16,Medium,Male
adult,2014-08-22,Other,1,2015-04-06,Low,Male
senior,2013-10-21,Caucasian,1,2014-01-01,High,Male
adult,2013-03-18,African-American,1,2016-03-09,High,Male
young,2013-12-26,African-American,1,2015-06-24,Low,Male
senior,2013-10-23,Other,1,2014-11-09,Medium,Male
young,2013-04-11,African-American,1,2013-08-25,High,Male
adult,2014-11-10,Caucasian,1,2015-11-05,High,Male
adult,2014-06-01,Hispanic,1,2015-05-17,Low,Male
adult,2013-02-10,Hispanic,1,2013-11-06,Low,Male
adult,2013-08-07,Caucasian,1,2014-05-01,Low,Male
senior,2013-04-07,African-American,1,2013-07-08,Low,Male
senior,2014-10-18,Caucasian,1,2015-10-10,Low,Female
young,2013-04-09,African-American,1,2013-07-05,High,Male
adult,2013-01-04,African-American,1,2014-06-26,High,Male
young,2014-08-15,African-American,1,2015-06-05,Medium,Male
senior,2014-08-12,African-American,1,2014-09-24,Low,Female
young,2014-01-07,Caucasian,1,2014-09-22,Low,Male
young,2013-08-16,African-American,1,2013-11-01,Medium,Male
young,2013-02-15,African-American,1,2015-11-04,Medium,Male
adult,2013-03-13,African-American,1,2013-11-22,High,Male
adult,2013-05-09,Hispanic,1,2015-06-07,Medium,Male
adult,2013-04-10,African-American,1,2015-09-02,Medium,Male
adult,2013-03-01,African-American,1,2014-08-10,Low,Male
adult,2013-04-11,Hispanic,1,2014-01-19,Low,Male
adult,2014-09-19,Caucasian,1,2014-12-11,High,Male
adult,2013-09-06,Caucasian,1,2014-04-14,Medium,Male
adult,2013-01-08,African-American,1,2013-04-17,Low,Male
senior,2013-02-16,Caucasian,1,2013-03-22,Low,Male
adult,2014-12-08,Caucasian,1,2015-04-05,Low,Male
adult,2013-10-11,African-American,1,2014-02-14,Medium,Male
adult,2013-05-09,Caucasian,1,2013-11-27,Low,Male
adult,2014-10-18,African-American,1,2014-12-30,Medium,Male
adult,2014-01-04,African-American,1,2014-01-06,High,Female
adult,2013-10-26,African-American,1,2013-10-30,Medium,Male
adult,2014-11-09,Caucasian,1,2015-01-28,Medium,Female
adult,2013-01-26,African-American,1,2013-06-26,Low,Male
adult,2012-10-21,Caucasian,1,2014-04-19,Low,Male
senior,2014-10-29,African-American,1,2014-11-20,High,Male
young,2013-09-05,African-American,1,2014-02-17,Low,Male
adult,2013-02-28,Hispanic,1,2013-05-04,Low,Male
adult,2014-06-10,Hispanic,1,2015-03-11,Medium,Male
adult,2013-10-04,African-American,1,2015-04-13,Low,Male
senior,2013-02-16,Caucasian,1,2015-01-07,Low,Male
adult,2013-08-06,African-American,1,2014-04-27,Medium,Male
senior,2014-01-05,Caucasian,1,2014-06-24,Low,Female
adult,2013-05-06,African-American,1,2014-07-25,Medium,Female
young,2014-04-17,Other,1,2014-06-11,High,Male
senior,2013-03-06,Caucasian,1,2014-03-22,Low,Male
adult,2014-02-16,African-American,1,2014-08-30,Medium,Female
young,2014-11-13,Caucasian,1,2016-02-23,Low,Male
adult,2013-09-18,African-American,1,2014-09-22,Low,Male
adult,2014-05-15,African-American,1,2015-04-13,Low,Male
adult,2013-06-06,Caucasian,1,2014-08-29,Medium,Male
young,2014-04-11,African-American,1,2015-01-06,Low,Male
adult,2013-11-24,African-American,1,2016-01-26,High,Male
young,2013-08-21,African-American,1,2014-04-03,High,Male
senior,2013-02-20,African-American,1,2016-03-05,Medium,Male
senior,2014-01-27,Caucasian,1,2014-03-26,Low,Male
senior,2014-11-11,African-American,1,2015-07-01,High,Male
adult,2013-01-13,African-American,1,2015-02-25,High,Male
adult,2014-06-15,African-American,1,2014-12-29,Low,Female
young,2013-08-19,African-American,1,2013-08-24,High,Male
adult,2013-08-01,African-American,1,2013-11-12,High,Male
senior,2013-01-06,African-American,1,2013-06-10,High,Male
young,2014-01-22,African-American,1,2014-11-23,High,Male
young,2013-10-07,African-American,1,2014-07-08,High,Male
young,2013-01-07,African-American,1,2015-03-28,Low,Male
senior,2014-10-30,African-American,1,2015-07-23,Low,Male
adult,2014-03-23,African-American,1,2016-02-11,Low,Male
young,2014-03-03,African-American,1,2014-11-21,High,Male
young,2013-03-16,Caucasian,1,2013-05-01,Low,Male
senior,2014-01-03,Hispanic,1,2015-01-26,Low,Male
adult,2013-10-11,Caucasian,1,2014-01-10,Medium,Female
adult,2014-08-12,Other,1,2016-01-22,Low,Male
adult,2014-03-31,African-American,1,2014-04-10,High,Male
adult,2013-08-20,African-American,1,2014-11-13,Medium,Male
young,2014-08-30,African-American,1,2015-11-28,Medium,Male
young,2014-02-05,African-American,1,2014-06-09,High,Male
adult,2013-03-05,Caucasian,1,2014-05-07,Medium,Male
adult,2013-01-30,African-American,1,2014-01-16,High,Male
adult,2013-12-14,Caucasian,1,2014-02-12,Medium,Male
young,2014-11-14,Caucasian,1,2015-05-18,Medium,Male
senior,2013-06-15,African-American,1,2013-07-08,Low,Male
adult,2013-02-17,African-American,1,2013-07-24,Medium,Male
adult,2014-04-14,Caucasian,1,2014-04-29,Low,Male
adult,2014-04-07,African-American,1,2015-01-22,High,Male
young,2013-08-05,African-American,1,2013-11-04,Low,Male
adult,2014-04-15,African-American,1,2015-01-07,Low,Male
adult,2014-02-14,Hispanic,1,2014-10-17,High,Male
adult,2014-01-24,African-American,1,2015-11-19,High,Male
adult,2014-11-01,Caucasian,1,2015-06-20,Low,Male
senior,2013-04-10,African-American,1,2015-06-17,Low,Male
young,2013-12-12,Caucasian,1,2014-06-03,Low,Male
adult,2014-07-29,African-American,1,2014-12-04,Low,Male
senior,2013-05-25,African-American,1,2015-04-29,Medium,Male
young,2013-01-02,Caucasian,1,2014-05-26,High,Male
adult,2014-01-29,African-American,1,2014-07-11,Medium,Female
young,2013-09-25,African-American,1,2014-09-10,Medium,Male
young,2013-02-13,African-American,1,2015-03-06,Low,Male
young,2014-09-26,African-American,1,2015-05-20,High,Male
young,2013-02-03,African-American,1,2013-08-19,Medium,Male
adult,2013-07-17,Caucasian,1,2013-09-20,Medium,Female
young,2013-08-06,African-American,1,2014-06-13,Medium,Female
young,2013-04-06,Other,1,2013-07-25,Medium,Male
young,2014-08-09,African-American,1,2015-01-11,Medium,Female
young,2013-05-07,African-American,1,2014-06-04,High,Male
adult,2013-03-23,African-American,1,2013-08-18,Low,Male
adult,2013-01-12,African-American,1,2014-04-02,High,Male
senior,2013-04-25,Caucasian,1,2015-05-25,Low,Male
adult,2013-02-09,Caucasian,1,2014-05-14,Medium,Female
adult,2014-04-10,African-American,1,2014-06-01,High,Male
adult,2014-02-26,Caucasian,1,2015-07-24,Low,Female
adult,2013-05-12,African-American,1,2013-11-03,Medium,Male
adult,2014-07-17,Caucasian,1,2014-08-18,Medium,Male
young,2013-03-28,African-American,1,2013-07-19,Low,Male
senior,2014-08-23,Caucasian,1,2015-02-12,Medium,Male
young,2013-11-17,African-American,1,2013-12-18,High,Male
adult,2013-06-06,Native American,1,2013-12-01,Medium,Male
adult,2013-09-19,African-American,1,2014-05-02,Low,Male
young,2014-05-20,African-American,1,2016-01-26,Medium,Male
adult,2014-10-27,Caucasian,1,2015-01-28,High,Male
adult,2014-06-11,African-American,1,2014-08-25,Low,Female
young,2014-01-16,Caucasian,1,2015-01-07,Medium,Male
adult,2014-02-07,African-American,1,2014-06-02,Low,Male
senior,2013-03-09,African-American,1,2013-03-28,Medium,Male
adult,2012-11-13,African-American,1,2013-07-09,Low,Male
young,2014-06-20,Other,1,2015-02-15,Medium,Male
adult,2014-01-06,Caucasian,1,2015-10-20,Low,Male
adult,2013-10-03,African-American,1,2015-06-02,High,Male
adult,2013-11-25,African-American,1,2014-02-08,High,Male
adult,2013-05-01,African-American,1,2013-12-03,High,Male
adult,2013-03-09,African-American,1,2014-05-02,High,Male
adult,2013-01-14,African-American,1,2015-08-09,Medium,Male
adult,2014-01-06,Hispanic,1,2015-12-19,Medium,Male
young,2013-04-30,African-American,1,2014-11-13,High,Male
young,2013-08-15,Other,1,2014-02-24,Low,Male
adult,2014-04-19,African-American,1,2016-01-08,Low,Female
adult,2013-03-31,Hispanic,1,2014-09-23,Low,Male
adult,2013-01-10,African-American,1,2013-06-01,High,Male
adult,2014-10-14,African-American,1,2014-12-13,Medium,Male
adult,2013-03-01,Other,1,2013-08-23,Low,Male
young,2014-02-24,Other,1,2014-03-20,High,Male
senior,2013-10-08,African-American,1,2014-06-25,Low,Male
adult,2013-01-01,African-American,1,2013-03-16,Medium,Female
young,2013-08-30,African-American,1,2014-10-05,Low,Male
adult,2014-12-12,Caucasian,1,2015-03-06,High,Female
adult,2013-08-27,African-American,1,2014-04-26,Medium,Male
adult,2013-12-15,African-American,1,2015-03-31,Low,Male
adult,2014-01-03,African-American,1,2015-05-27,Low,Male
senior,2013-01-30,Caucasian,1,2013-04-15,Medium,Female
young,2013-05-15,African-American,1,2014-09-04,Low,Male
young,2014-10-18,African-American,1,2015-02-10,Medium,Female
adult,2013-02-01,African-American,1,2013-06-26,High,Male
young,2014-09-05,African-American,1,2015-03-21,Medium,Male
adult,2013-03-09,Hispanic,1,2014-06-21,Low,Male
young,2013-03-22,Caucasian,1,2013-10-12,Medium,Male
young,2013-02-12,African-American,1,2013-03-13,High,Male
young,2013-12-02,African-American,1,2014-11-14,Medium,Male
adult,2014-11-03,Caucasian,1,2015-01-29,Medium,Male
senior,2013-11-17,Hispanic,1,2015-01-21,Medium,Male
adult,2014-01-24,Caucasian,1,2016-01-01,Low,Male
young,2014-03-29,African-American,1,2014-10-19,High,Male
young,2013-12-28,African-American,1,2014-10-18,High,Male
adult,2014-10-15,Caucasian,1,2015-12-25,Low,Female
young,2014-02-25,African-American,1,2014-12-08,High,Male
young,2013-09-13,Caucasian,1,2013-11-17,High,Male
young,2013-02-27,Other,1,2013-09-17,Low,Male
adult,2013-02-14,Caucasian,1,2013-06-30,Medium,Male
adult,2013-11-27,Caucasian,1,2014-07-03,High,Male
senior,2013-06-11,Caucasian,1,2015-05-01,Low,Male
adult,2013-09-25,African-American,1,2014-12-21,High,Female
adult,2014-01-19,Caucasian,1,2014-04-06,Medium,Male
adult,2013-12-13,Caucasian,1,2014-01-06,Low,Male
adult,2013-03-06,African-American,1,2014-03-20,Low,Male
senior,2013-04-02,Hispanic,1,2014-06-15,Low,Male
young,2014-11-19,Caucasian,1,2015-07-07,Medium,Female
senior,2013-12-31,Caucasian,1,2015-10-02,Low,Male
adult,2013-03-07,Caucasian,1,2013-06-07,Low,Male
adult,2014-01-18,Caucasian,1,2014-05-21,Low,Male
adult,2014-03-06,African-American,1,2015-05-27,Low,Male
senior,2013-10-04,African-American,1,2014-07-28,Low,Male
senior,2013-01-17,Caucasian,1,2013-12-24,Medium,Male
adult,2013-11-25,Caucasian,1,2014-01-21,Low,Male
adult,2014-06-06,African-American,1,2015-12-11,Low,Female
young,2014-03-06,Caucasian,1,2015-01-14,High,Male
adult,2014-12-03,Caucasian,1,2015-12-28,High,Female
young,2014-07-03,African-American,1,2015-11-09,Low,Male
young,2013-03-20,African-American,1,2013-03-28,High,Male
adult,2013-09-12,African-American,1,2014-10-16,Low,Male
senior,2014-10-11,Caucasian,1,2014-10-30,High,Male
adult,2013-02-21,African-American,1,2014-02-24,Low,Male
young,2014-01-12,Other,1,2014-03-22,Low,Male
adult,2013-04-05,African-American,1,2014-06-27,High,Male
adult,2013-03-30,African-American,1,2015-04-09,Low,Male
young,2014-08-05,African-American,1,2014-08-21,High,Female
adult,2013-03-30,African-American,1,2013-06-06,Low,Male
adult,2014-11-24,Caucasian,1,2015-03-17,High,Male
young,2013-02-17,African-American,1,2013-10-22,High,Male
adult,2013-10-28,African-American,1,2015-08-09,Medium,Male
young,2013-01-25,African-American,1,2013-07-07,High,Female
adult,2013-07-04,Caucasian,1,2014-10-17,Low,Male
young,2014-06-01,African-American,1,2015-12-26,Low,Male
adult,2014-12-12,African-American,1,2015-09-21,High,Female
adult,2014-03-22,Caucasian,1,2014-12-08,Low,Male
young,2014-02-12,African-American,1,2014-06-29,Medium,Male
adult,2013-07-20,Caucasian,1,2013-08-08,Low,Female
senior,2014-10-24,Caucasian,1,2015-02-28,Low,Male
young,2014-10-02,African-American,1,2015-08-02,High,Female
senior,2013-02-27,African-American,1,2014-12-19,Medium,Male
young,2014-06-23,African-American,1,2014-11-21,High,Male
adult,2013-11-04,Other,1,2014-06-08,Low,Male
adult,2014-11-09,African-American,1,2014-11-21,Medium,Female
adult,2014-03-31,African-American,1,2014-05-28,High,Male
adult,2013-05-28,African-American,1,2016-03-03,High,Male
adult,2013-11-06,Caucasian,1,2014-04-06,Low,Female
adult,2012-10-29,African-American,1,2013-02-19,High,Male
adult,2013-12-07,African-American,1,2014-03-22,High,Male
young,2014-09-22,African-American,1,2014-10-17,High,Female
adult,2013-03-12,Caucasian,1,2013-11-06,Low,Female
adult,2013-04-26,African-American,1,2013-10-08,High,Male
young,2013-08-16,African-American,1,2013-08-19,Low,Male
young,2013-09-08,African-American,1,2013-11-01,Low,Male
young,2013-04-12,African-American,1,2013-10-21,High,Female
adult,2014-09-24,Caucasian,1,2015-01-22,Low,Female
young,2014-07-01,Other,1,2014-07-23,Low,Male
adult,2013-05-18,Other,1,2013-11-12,Medium,Male
young,2013-04-18,African-American,1,2013-06-08,High,Male
young,2014-05-18,African-American,1,2015-04-30,High,Male
senior,2013-01-31,Hispanic,1,2013-09-20,Low,Male
adult,2014-06-27,African-American,1,2014-07-15,Medium,Male
young,2013-01-29,African-American,1,2013-11-09,Low,Male
young,2014-01-30,Caucasian,1,2015-03-24,Medium,Male
adult,2013-08-25,Caucasian,1,2016-03-05,Low,Male
